mini_dow_date,mini_dow_time,mini_dow_open,mini_dow_high,mini_dow_low,mini_dow_close,mini_dow_volume,predict
2019-12-04,12:00:00,27698.0,27688.0,27677.0,27704.0,5527,0
2019-12-04,13:00:00,27688.0,27711.0,27687.0,27720.0,7300,0
2019-12-04,14:00:00,27710.0,27662.0,27660.0,27713.0,13652,0
2019-12-04,15:00:00,27661.0,27644.0,27618.0,27668.0,7461,0
2019-12-04,16:00:00,27644.0,27640.0,27640.0,27645.0,31,0
2019-12-04,17:00:00,27644.0,27637.0,27633.0,27663.0,1737,0
2019-12-04,18:00:00,27637.0,27634.0,27624.0,27656.0,2770,0
2019-12-04,19:00:00,27635.0,27642.0,27614.0,27682.0,3960,0
2019-12-04,20:00:00,27643.0,27638.0,27633.0,27657.0,1730,0
2019-12-04,21:00:00,27638.0,27640.0,27624.0,27641.0,1001,0
2019-12-04,22:00:00,27641.0,27649.0,27639.0,27656.0,1191,0
2019-12-04,23:00:00,27649.0,27639.0,27634.0,27655.0,1201,0
2019-12-05,00:00:00,27639.0,27673.0,27638.0,27674.0,1131,0
2019-12-05,01:00:00,27672.0,27717.0,27656.0,27720.0,4189,0
2019-12-05,02:00:00,27716.0,27688.0,27663.0,27719.0,8084,0
2019-12-05,03:00:00,27689.0,27716.0,27667.0,27716.0,3522,0
2019-12-05,04:00:00,27716.0,27749.0,27702.0,27766.0,5379,0
2019-12-05,05:00:00,27748.0,27754.0,27738.0,27773.0,3035,0
2019-12-05,06:00:00,27754.0,27742.0,27730.0,27757.0,3631,0
2019-12-05,07:00:00,27741.0,27722.0,27707.0,27750.0,5990,0
2019-12-05,08:00:00,27722.0,27622.0,27617.0,27734.0,21815,0
2019-12-05,09:00:00,27622.0,27618.0,27558.0,27634.0,29681,0
2019-12-05,10:00:00,27619.0,27602.0,27588.0,27641.0,15861,0
2019-12-05,11:00:00,27603.0,27605.0,27585.0,27627.0,8457,0
2019-12-05,12:00:00,27605.0,27652.0,27601.0,27662.0,9121,0
2019-12-05,13:00:00,27651.0,27637.0,27599.0,27679.0,13184,0
2019-12-05,14:00:00,27635.0,27674.0,27628.0,27699.0,13538,0
2019-12-05,15:00:00,27674.0,27682.0,27663.0,27686.0,3599,0
2019-12-05,16:00:00,27680.0,27685.0,27680.0,27685.0,27,0
2019-12-05,17:00:00,27688.0,27689.0,27675.0,27696.0,929,0
2019-12-05,18:00:00,27689.0,27723.0,27688.0,27727.0,2412,0
2019-12-05,19:00:00,27723.0,27715.0,27703.0,27729.0,1926,0
2019-12-05,20:00:00,27715.0,27694.0,27691.0,27722.0,1160,0
2019-12-05,21:00:00,27693.0,27714.0,27689.0,27718.0,1020,0
2019-12-05,22:00:00,27714.0,27708.0,27707.0,27718.0,456,0
